# n m
 354 114
# job ptime rdate deadline
 92 59 1717 1776
 93 51 1936 1995
 94 110 1953 2012
 95 141 2755 2814
 96 127 2581 2640
 97 132 2980 3220
 98 67 3133 3192
 99 50 1724 1783
 100 110 1136 1195
 101 142 2739 2831
 102 71 1962 2021
 103 214 1869 1928
 104 177 2562 2621
 105 118 2142 2201
 106 128 2337 2567
 107 105 2694 2753
 108 125 2732 2791
 109 98 1196 1255
 110 192 1320 3128
 111 195 1960 2564
 112 148 2480 2539
 113 79 3166 3225
 114 115 984 1043
 115 100 628 687
 116 64 1193 1252
 117 50 1312 1371
 118 50 1336 1395
 119 124 1661 1720
 120 65 1834 1893
 121 86 1899 1958
 122 95 2069 2128
 123 113 342 401
 124 126 320 379
 125 126 1245 1304
 126 101 926 985
 127 134 942 1001
 128 71 1033 1092
 129 169 739 798
 130 129 575 634
 131 84 1861 1920
 132 220 2429 2547
 133 35 2527 2586
 134 95 2702 2761
 135 40 2968 3027
 136 79 3241 3300
 137 44 1752 1811
 138 37 16 75
 139 129 1 60
 140 46 362 421
 141 47 873 932
 142 105 1193 1252
 143 82 1648 1707
 144 71 2113 2172
 145 119 2192 2251
 146 130 2629 2701
 147 130 940 999
 148 82 2274 2382
 149 128 1803 1944
 150 131 1921 1980
 151 114 2022 2081
 152 83 1990 2049
 153 119 2073 2132
 154 157 2328 2387
 155 49 2985 3044
 156 207 932 1019
 157 89 2017 2076
 158 48 1076 1135
 159 83 1404 1463
 160 177 1776 1835
 161 112 130 189
 162 64 1476 1535
 163 108 1359 1418
 164 129 871 930
 165 138 742 801
 166 66 1391 1450
 167 186 1678 2013
 168 118 1823 1882
 169 125 1914 1973
 170 189 1867 2171
 171 132 2114 2186
 172 141 2827 2886
 173 122 2988 3070
 174 74 593 652
 175 35 704 763
 176 48 1488 1547
 177 71 1 60
 178 128 737 796
 179 90 600 659
 180 92 1094 1153
 181 101 2071 2130
 182 174 2172 2497
 183 45 2389 2448
 184 127 2678 2737
 185 116 2500 2674
 186 99 2603 2662
 187 98 2783 2842
 188 42 1870 1929
 189 95 1547 1606
 190 169 1818 2203
 191 98 2739 2798
 192 152 3014 3073
 193 129 564 623
 194 101 2083 2142
 195 116 1598 1657
 196 135 842 901
 197 78 853 912
 198 73 455 514
 199 56 780 839
 200 35 998 1057
 201 106 1105 1164
 202 51 1285 1344
 203 40 1433 1492
 204 82 259 318
 205 81 918 977
 206 136 1664 1994
 207 80 2309 2368
 208 195 2359 2740
 209 73 2339 2398
 210 194 2780 2839
 211 50 442 501
 212 248 806 865
 213 62 1377 1436
 214 126 1565 1624
 215 73 2136 2195
 216 103 1970 2029
 217 133 2272 2371
 218 73 2612 2671
 219 48 2805 2864
 220 191 1440 1499
 221 48 1874 1933
 222 65 1655 1714
 223 81 1372 1431
 224 240 773 1088
 225 61 2184 2243
 226 57 487 546
 227 51 898 957
 228 86 1631 1690
 229 32 1863 1922
 230 58 2146 2205
 231 58 2278 2337
 232 202 2648 2707
 233 226 2562 2621
 234 124 504 563
 235 38 1104 1163
 236 171 1411 1472
 237 112 1370 4852
 238 34 2830 2889
 239 50 3182 3241
 240 176 1788 1847
 241 90 2121 2180
 242 118 1107 1166
 243 171 2422 2481
 244 60 2974 3033
 245 127 2887 2946
 246 91 3034 3093
 247 138 1799 1858
 248 103 544 603
 249 111 640 699
 250 72 53 112
 251 138 1506 1565
 252 42 1492 1551
 253 84 1785 1844
 254 81 2504 2563
 255 70 801 860
 256 93 3097 3156
 257 80 1 60
 258 55 408 467
 259 37 836 895
 260 87 1573 1632
 261 149 1972 2031
 262 147 2560 2799
 263 121 1319 1378
 264 127 715 774
 265 46 3244 3303
 266 128 1038 1097
 267 192 1 168
 268 82 893 952
 269 63 740 799
 270 81 659 718
 271 70 480 539
 272 46 865 924
 273 39 1377 1436
 274 53 2617 2676
 275 41 2710 2769
 276 68 2260 2319
 277 58 2636 2695
 278 123 392 451
 279 101 880 939
 280 43 1791 1850
 281 54 341 400
 282 47 1701 1760
 283 97 1098 1157
 284 133 507 566
 285 74 2280 2339
 286 73 537 596
 287 51 729 788
 288 141 2151 2210
 289 73 2659 2718
 290 48 3245 3304
 291 116 4551 4610
 292 54 3867 3926
 293 106 3702 3761
 294 119 4632 4691
 295 114 4437 4496
 296 83 4035 4094
 297 64 3801 3860
 298 112 4309 4368
 299 63 5958 6017
 300 187 5498 5557
 301 200 5113 5172
 302 91 6113 6172
 303 72 1360 1423
 304 60 5053 5112
 305 185 5313 5372
 306 211 293 352
 307 38 698 757
 308 151 5848 5907
 309 185 5346 5549
 310 144 5476 5535
 311 84 1010 1069
 312 144 5820 5879
 313 111 6015 6074
 314 114 5750 5809
 315 119 5631 5690
 316 170 5480 5539
 317 177 5969 6082
 318 75 5773 5832
 319 76 6200 6259
 320 98 5675 5734
 321 63 5895 5954
 322 95 7130 7189
 323 67 5828 5887
 324 63 5504 5563
 325 67 4790 4849
 326 55 280 339
 327 182 5964 6023
 328 40 6263 6322
 329 90 5115 5174
 330 90 5864 5923
 331 90 5389 5448
 332 151 5864 5923
 333 89 6147 6206
 334 78 6358 6417
 335 76 4682 4741
 336 50 711 770
 337 182 5919 5978
 338 170 5650 5709
 339 108 6126 6185
 340 108 5784 5843
 341 59 6225 6284
 342 187 5892 5951
 343 113 5008 5067
 344 205 5368 5580
 345 44 6690 6749
 346 145 4789 4848
 347 177 4732 6027
 348 153 5518 5577
 349 90 6234 6293
 350 102 5726 5785
 351 124 5068 5198
 352 112 5845 5904
 353 125 5611 5670
 354 135 5381 5440
